name,url,price,rating,review
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTA3MTkzMjI1Mzg0MDk0OjE2ODUxMTc0Mjg6c3BfbXRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_284_sspa%3Fkeywords%3Dbags%26qid%3D1685117428%26sr%3D8-284-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹4,499",4.3 out of 5 stars,168
"Skybags New Neon 13 30 L Backpack (Blue), Free Size (Bpnne13Hblu)",https://www.amazon.in/SKYBAGS-New-Neon-Backpack-Blue/dp/B0819KVFTR/ref=sr_1_285?keywords=bags&qid=1685117428&sr=8-285,"₹1,328",4.0 out of 5 stars,468
PUMA Laptop Backpack IND II Black-CASTLEROCK,https://www.amazon.in/PUMA-Laptop-Backpack-IND-Black-CASTLEROCK/dp/B08BV2S9K1/ref=sr_1_286?keywords=bags&qid=1685117428&sr=8-286,"₹1,149",4.0 out of 5 stars,72
Aristocrat Polyester Hard 60 Cms Luggage- Suitcase(Dfroo62Etbl_Teal Blue),https://www.amazon.in/Aristocrat-Rookie-Duffle-Teal-Blue/dp/B09NXV58V3/ref=sr_1_287?keywords=bags&qid=1685117428&sr=8-287,₹999,4.0 out of 5 stars,563
"Kuber Industries Rexine Jumbo Attachi Bag Travel Handbag Storage Carrying Bag, Blanket Cover, Duffle, Travel Multi-Purpose Bag (Blue)- CTKTC034723",https://www.amazon.in/Kuber-Industries-Carrying-Multi-Purpose-CTKTC034723/dp/B083J64CD7/ref=sr_1_288?keywords=bags&qid=1685117428&sr=8-288,₹299,3.9 out of 5 stars,21
TRUE HUMAN® 32 Ltr Laptop Backpack for Men and Women| USB Port Travel Backpack|College Bags for Girls & Boys (Blue),https://www.amazon.in/TRUE-HUMAN%C2%AE-Laptop-Backpack-College/dp/B0BKTQ48D5/ref=sr_1_289?keywords=bags&qid=1685117428&sr=8-289,₹499,3.6 out of 5 stars,174
Wildcraft Unisex-Adult 28 ltrs Laptop Bag Black,https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054696/dp/B012D518O6/ref=sr_1_290_mod_primary_new?keywords=bags&qid=1685117428&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-290,"₹1,724",4.2 out of 5 stars,457
Lavie Women's Pamukkale Satchel Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Pamukkale-Womens-Satchel-Piece/dp/B08NQRPQHJ/ref=sr_1_291?keywords=bags&qid=1685117428&sr=8-291,"₹1,199",4.0 out of 5 stars,"1,687"
Tommy Hilfiger Connor 23 Ltrs Black Laptop Backpack (TH/CONNORLAP01),https://www.amazon.in/Hilfiger-Connor-Backpack-TH-CONNORLAP20/dp/B07N8HPP97/ref=sr_1_292?keywords=bags&qid=1685117428&sr=8-292,"₹1,455",4.1 out of 5 stars,154
Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTA3MTkzMjI1Mzg0MDk0OjE2ODUxMTc0Mjg6c3BfYnRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_293_sspa%3Fkeywords%3Dbags%26qid%3D1685117428%26sr%3D8-293-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹4,990",4.4 out of 5 stars,80
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTA3MTkzMjI1Mzg0MDk0OjE2ODUxMTc0Mjg6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_294_sspa%3Fkeywords%3Dbags%26qid%3D1685117428%26sr%3D8-294-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹7,499",4.5 out of 5 stars,51
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzc2NTcwNjY3NzEyNjg1OjE2ODUxMTc0NDE6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_289_sspa%3Fkeywords%3Dbags%26qid%3D1685117441%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹529,3.9 out of 5 stars,"15,936"
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzc2NTcwNjY3NzEyNjg1OjE2ODUxMTc0NDE6c3BfYXRmX25leHQ6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_290_sspa%3Fkeywords%3Dbags%26qid%3D1685117441%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹699,4.0 out of 5 stars,"4,037"
Wildcraft 35 Ltrs Casual Backpack (11619-Blue),https://www.amazon.in/Wildcraft-Typo_Blu-Casual-Backpack-11619-Typo_Blu/dp/B079DDV3JD/ref=sr_1_291?keywords=bags&qid=1685117441&sr=8-291,"₹1,349",4.2 out of 5 stars,221
POSSHUSA 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,https://www.amazon.in/POSSHUSA-Backpack-Charging-College-Suitable/dp/B0BX8ZZ769/ref=sr_1_292?keywords=bags&qid=1685117441&sr=8-292,₹630,5.0 out of 5 stars,1
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/FUR-JADEN-Backpack-Compartment-Organizer/dp/B0BYSZ3TKW/ref=sr_1_293?keywords=bags&qid=1685117441&sr=8-293,₹799,4.6 out of 5 stars,100
high power 15.6 inch Laptop Bag Backpack Fashion Rucksack Casual Student School Bag Computer Bag College Bag Office Bag Business Bag Unisex Travel Backpack,https://www.amazon.in/high-power-Backpack-Rucksack-Computer/dp/B0BKGTW32W/ref=sr_1_294?keywords=bags&qid=1685117441&sr=8-294,₹625,3.1 out of 5 stars,25
Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_295?keywords=bags&qid=1685117441&sr=8-295,"₹1,698",4.3 out of 5 stars,"1,179"
"EVRUM Sling Bag For Men CrossBody Backpack For Men Women, Anti-Theft Chest Bag With USB Charging Port, Waterproof Casual Shoulder Bag Travel Hiking Sling Backpack Carbon Fiber",https://www.amazon.in/EVRUM-Business-Protection-Crossbody-Waterproof/dp/B0BX6VKQ35/ref=sr_1_296?keywords=bags&qid=1685117441&sr=8-296,"₹1,619",4.9 out of 5 stars,70
F Gear Millionaire Doby 36 Ltrs Black Laptop Backpack (3201),https://www.amazon.in/F-Gear-Millionaire-Doby-Black-Laptop-Backpack/dp/B07XMLCYTH/ref=sr_1_297?keywords=bags&qid=1685117441&sr=8-297,"₹1,049",4.1 out of 5 stars,35
"GoHustle Business Class Convertible Laptop Backpack Bag | Waterproof Raincover | 30L, Upto 15.6 inch laptop bag, Keyholder & Organizer, Black Color",https://www.amazon.in/GoHustle-Business-Class-Convertible-Waterproof/dp/B0BM99GZ2K/ref=sr_1_298?keywords=bags&qid=1685117441&sr=8-298,"₹1,499",4.4 out of 5 stars,21
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzc2NTcwNjY3NzEyNjg1OjE2ODUxMTc0NDE6c3BfbXRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_299_sspa%3Fkeywords%3Dbags%26qid%3D1685117441%26sr%3D8-299-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹4,499",4.3 out of 5 stars,168
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzc2NTcwNjY3NzEyNjg1OjE2ODUxMTc0NDE6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_300_sspa%3Fkeywords%3Dbags%26qid%3D1685117441%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹5,999",4.5 out of 5 stars,592
"Vivinkaa Sling Bag for Women, Bags for Women, Sling Bag, Purse for Women, Sling Bag for Women Stylish, Sling Bag for Girls, Women Sling Bag, Bag for Girls - Indigo",https://www.amazon.in/Vivinkaa-Womens-Sling-Bag-Blue/dp/B077WSKG53/ref=sr_1_301?keywords=bags&qid=1685117441&sr=8-301,₹549,3.8 out of 5 stars,"1,900"
Justify Lightweight Casual Backpack For Office College School Travel Daypack Bag with Laptop sleeve,https://www.amazon.in/Justify-Lightweight-Backpack-College-Daypack/dp/B0BX42PNFX/ref=sr_1_302?keywords=bags&qid=1685117441&sr=8-302,₹549,3.0 out of 5 stars,7
Lavie Women's Betula Medium Tote Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Betula-Womens-Tote-Purple/dp/B08J8MV1GM/ref=sr_1_303?keywords=bags&qid=1685117441&sr=8-303,₹959,4.1 out of 5 stars,"19,441"
"Kuber Industries Rexine Jumbo Attachi Bag Travel Handbag Storage Carrying Bag, Blanket Cover, Duffle, Travel Multi-Purpose Bag (Blue)- CTKTC034723",https://www.amazon.in/Kuber-Industries-Carrying-Multi-Purpose-CTKTC034723/dp/B083J64CD7/ref=sr_1_304?keywords=bags&qid=1685117441&sr=8-304,₹299,3.9 out of 5 stars,21
Wildcraft Nylon 18 Inch Black Travel Duffle (Frisbee 2_Black),https://www.amazon.in/Wildcraft-Travel-Duffle-Frisbee-2_Black/dp/B019DWDO9Y/ref=sr_1_305?keywords=bags&qid=1685117441&sr=8-305,₹980,4.1 out of 5 stars,156
ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXF15WZ/ref=sr_1_306?keywords=bags&qid=1685117441&sr=8-306,₹499,4.0 out of 5 stars,"3,881"
"SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women GREY",https://www.amazon.in/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q/ref=sr_1_307?keywords=bags&qid=1685117441&sr=8-307,₹749,3.7 out of 5 stars,244
"Dyazo Unisex Sleek Light Laptop Notebook Shoulder Briefcase Bag for 11 Inch to 15.6 Inches Laptops Compatible for MacBook, Ultrabook, Dell, Lenovo, Compaq, Hp Computers and Other Laptops (Blue)",https://www.amazon.in/Dyazo-Laptop-Briefcase-Compatible-Ultrabook/dp/B08W68TB6K/ref=sr_1_308?keywords=bags&qid=1685117441&sr=8-308,₹599,3.8 out of 5 stars,655
Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzc2NTcwNjY3NzEyNjg1OjE2ODUxMTc0NDE6c3BfYnRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dbags%26qid%3D1685117441%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹4,990",4.4 out of 5 stars,80
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzc2NTcwNjY3NzEyNjg1OjE2ODUxMTc0NDE6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dbags%26qid%3D1685117441%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹7,499",4.5 out of 5 stars,51
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDA3OTA5MjM4NTcwODQ4OjE2ODUxMTc0NTM6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_305_sspa%3Fkeywords%3Dbags%26qid%3D1685117453%26sr%3D8-305-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹529,3.9 out of 5 stars,"15,936"
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDA3OTA5MjM4NTcwODQ4OjE2ODUxMTc0NTM6c3BfYXRmX25leHQ6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_306_sspa%3Fkeywords%3Dbags%26qid%3D1685117453%26sr%3D8-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹699,4.0 out of 5 stars,"4,037"
TriPole Foldable PAKEASY Backpack and Day Bag for Hiking and Day Trips,https://www.amazon.in/Tripole-Foldable-PAKEASY-Backpack-Hiking/dp/B0B24Q1XX3/ref=sr_1_307?keywords=bags&qid=1685117453&sr=8-307,₹599,4.1 out of 5 stars,65
F Gear Bi Frost 47 cms Casual Laptop Backpack (2472) - Grey,https://www.amazon.in/F-Gear-Bi-Frost-Backpack-Grey/dp/B01JGD0FYM/ref=sr_1_308?keywords=bags&qid=1685117453&sr=8-308,₹699,4.0 out of 5 stars,267
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDA3OTA5MjM4NTcwODQ4OjE2ODUxMTc0NTM6c3BfbXRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dbags%26qid%3D1685117453%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹4,499",4.3 out of 5 stars,168
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDA3OTA5MjM4NTcwODQ4OjE2ODUxMTc0NTM6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dbags%26qid%3D1685117453%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹5,999",4.5 out of 5 stars,592
Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDA3OTA5MjM4NTcwODQ4OjE2ODUxMTc0NTM6c3BfYnRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_311_sspa%3Fkeywords%3Dbags%26qid%3D1685117453%26sr%3D8-311-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹4,990",4.4 out of 5 stars,80
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDA3OTA5MjM4NTcwODQ4OjE2ODUxMTc0NTM6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_312_sspa%3Fkeywords%3Dbags%26qid%3D1685117453%26sr%3D8-312-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹7,499",4.5 out of 5 stars,51
